timestamp,open,high,low,close,volume,oi,symbol,date
2025-06-16T09:15:00,55550.0,55760.0,55550.0,55689.2,14850,1955670,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:16:00,55680.4,55706.4,55635.2,55666.0,11820,1955670,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:17:00,55675.0,55714.8,55660.0,55700.0,7800,1955670,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:18:00,55705.8,55719.0,55680.2,55690.0,7860,1963290,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:19:00,55694.4,55694.4,55635.2,55653.2,12690,1963290,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:20:00,55652.6,55663.6,55615.0,55661.4,4530,1963290,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:21:00,55660.0,55700.4,55655.2,55700.4,6150,1977360,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:22:00,55693.2,55704.8,55655.0,55655.0,7440,1977360,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:23:00,55650.0,55652.8,55619.6,55622.0,4410,1977360,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:24:00,55622.0,55648.0,55620.0,55630.0,5220,1983450,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:25:00,55641.0,55646.4,55616.8,55640.2,4980,1983450,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:26:00,55644.8,55650.0,55632.0,55641.6,3330,1983450,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:27:00,55632.4,55680.0,55632.4,55659.6,3240,1987380,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:28:00,55650.0,55660.0,55645.2,55650.2,1290,1987380,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:29:00,55651.0,55659.0,55580.4,55595.6,8700,1987380,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:30:00,55595.0,55597.4,55551.6,55551.6,8910,1991310,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:31:00,55550.6,55590.0,55550.6,55589.8,9870,1991310,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:32:00,55582.8,55632.6,55582.8,55619.2,8370,1991310,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:33:00,55616.0,55640.0,55611.0,55611.0,5790,1991070,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:34:00,55600.0,55601.0,55572.4,55579.6,2460,1991070,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:35:00,55569.0,55592.4,55569.0,55583.2,3690,1991070,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:36:00,55583.0,55598.0,55558.2,55559.6,12390,1993560,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:37:00,55565.0,55579.0,55554.2,55579.0,5100,1993560,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:38:00,55579.0,55614.0,55574.8,55612.8,4680,1993560,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:39:00,55599.8,55625.0,55589.6,55605.0,3240,1994820,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:40:00,55607.0,55629.0,55600.4,55625.4,1920,1994820,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:41:00,55619.8,55637.0,55619.8,55625.4,1500,1994820,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:42:00,55625.4,55626.4,55600.0,55600.0,1440,1995330,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:43:00,55603.2,55610.4,55600.0,55610.2,1500,1995330,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:44:00,55610.2,55611.0,55582.0,55582.0,1620,1995330,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:45:00,55600.0,55600.0,55562.0,55574.4,1500,1996140,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:46:00,55575.0,55575.0,55526.0,55546.0,10350,1996140,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:47:00,55545.2,55545.2,55513.0,55537.2,14130,1996140,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:48:00,55534.6,55546.0,55520.0,55537.6,10380,1984650,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:49:00,55535.8,55539.0,55512.2,55526.6,5220,1984650,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:50:00,55528.8,55558.2,55505.0,55554.6,6240,1984650,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:51:00,55553.6,55586.0,55552.4,55575.0,2910,1975110,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:52:00,55571.0,55585.0,55571.0,55575.0,1380,1975110,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:53:00,55575.0,55579.8,55547.0,55547.0,1050,1975110,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:54:00,55545.6,55549.8,55525.0,55543.4,7920,1975950,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:55:00,55540.4,55559.0,55522.0,55556.6,5730,1975950,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:56:00,55554.2,55570.8,55545.0,55566.8,4560,1975950,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:57:00,55566.8,55572.8,55552.4,55553.4,6330,1970730,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:58:00,55557.0,55576.0,55548.4,55570.0,4920,1970730,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T09:59:00,55567.8,55572.0,55555.0,55570.0,2220,1970730,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:00:00,55575.0,55586.0,55561.6,55586.0,6780,1966590,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:01:00,55584.2,55594.8,55563.4,55580.0,4980,1966590,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:02:00,55590.4,55595.0,55578.8,55595.0,1620,1966590,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:03:00,55591.2,55599.4,55580.4,55595.0,3960,1969440,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:04:00,55591.8,55623.6,55580.0,55623.6,12180,1969440,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:05:00,55624.8,55638.0,55620.2,55626.0,6780,1969440,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:06:00,55634.8,55634.8,55592.8,55610.6,1650,1960260,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:07:00,55610.0,55618.2,55600.6,55615.8,450,1960260,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:08:00,55615.4,55635.0,55603.6,55634.0,1080,1960260,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:09:00,55629.0,55635.0,55620.0,55630.0,1410,1959810,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:10:00,55635.0,55637.0,55630.0,55637.0,840,1959810,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:11:00,55631.2,55631.2,55623.0,55623.0,390,1959810,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:12:00,55630.0,55630.0,55623.0,55628.6,990,1955910,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:13:00,55623.0,55623.0,55615.6,55622.0,570,1955910,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:14:00,55621.4,55621.4,55600.2,55600.2,690,1955910,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:15:00,55600.0,55638.0,55600.0,55638.0,1740,1956810,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:16:00,55639.0,55649.0,55639.0,55647.8,2010,1956810,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:17:00,55645.0,55648.0,55630.4,55637.0,960,1956810,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:18:00,55640.0,55650.0,55638.4,55650.0,1410,1956150,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:19:00,55645.0,55680.0,55645.0,55680.0,4110,1956150,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:20:00,55668.8,55690.0,55664.4,55669.2,2790,1956150,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:21:00,55684.8,55685.0,55660.0,55670.4,2460,1956240,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:22:00,55670.4,55675.0,55661.2,55665.4,1140,1956240,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:23:00,55673.8,55685.0,55667.2,55667.2,1620,1956240,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:24:00,55667.0,55690.0,55665.2,55690.0,1350,1956000,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:25:00,55691.0,55711.0,55685.2,55710.4,6510,1956000,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:26:00,55710.4,55715.0,55705.2,55713.2,2730,1956000,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:27:00,55710.6,55715.0,55710.0,55713.6,2220,1954710,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:28:00,55714.0,55748.8,55714.0,55743.4,6810,1954710,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:29:00,55744.6,55750.0,55743.0,55749.8,3270,1954710,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:30:00,55745.6,55799.0,55745.0,55795.8,17370,1953690,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:31:00,55799.0,55821.6,55799.0,55800.0,18540,1953690,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:32:00,55809.6,55815.0,55800.0,55800.0,4260,1953690,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:33:00,55800.0,55825.0,55800.0,55801.4,5730,1945530,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:34:00,55811.4,55811.4,55765.0,55765.2,4440,1945530,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:35:00,55769.8,55790.2,55769.8,55776.6,2040,1945530,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:36:00,55770.0,55771.0,55741.0,55752.8,1950,1944360,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:37:00,55749.6,55758.8,55744.8,55750.0,1470,1944360,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:38:00,55750.0,55750.0,55732.2,55743.0,2010,1944360,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:39:00,55750.0,55778.8,55747.4,55778.8,1740,1943160,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:40:00,55777.8,55780.0,55757.0,55775.0,1800,1943160,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:41:00,55767.0,55790.0,55760.0,55760.0,1470,1943160,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:42:00,55760.0,55794.0,55760.0,55794.0,3090,1942770,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:43:00,55797.8,55804.6,55791.2,55803.2,2640,1942770,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:44:00,55805.0,55807.8,55790.0,55800.0,1560,1942770,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:45:00,55805.0,55816.8,55802.4,55810.0,3120,1944300,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:46:00,55812.6,55819.0,55796.2,55809.8,2010,1944300,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:47:00,55820.0,55845.0,55819.4,55845.0,10770,1944300,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:48:00,55844.8,55844.8,55810.0,55810.6,3900,1943370,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:49:00,55810.0,55810.4,55780.0,55780.0,2550,1943370,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:50:00,55785.0,55785.0,55766.0,55766.0,3030,1943370,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:51:00,55765.0,55765.0,55750.0,55755.0,3450,1942320,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:52:00,55755.4,55777.4,55750.0,55763.4,2580,1942320,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:53:00,55765.0,55786.8,55765.0,55780.0,1980,1942320,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:54:00,55780.0,55797.2,55780.0,55785.0,1380,1941540,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:55:00,55799.0,55800.0,55786.4,55800.0,600,1941540,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:56:00,55798.0,55800.0,55787.0,55796.0,1020,1941540,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:57:00,55794.6,55798.0,55780.0,55780.0,870,1941690,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:58:00,55780.4,55784.2,55775.2,55780.2,420,1941690,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T10:59:00,55787.8,55798.0,55780.0,55788.2,930,1941690,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:00:00,55795.2,55799.6,55790.0,55792.0,1110,1940820,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:01:00,55792.0,55819.4,55790.2,55815.6,2430,1940820,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:02:00,55816.8,55825.0,55810.2,55820.2,2280,1940820,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:03:00,55820.0,55855.0,55820.0,55855.0,7170,1940310,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:04:00,55855.0,55859.0,55840.0,55844.8,3540,1940310,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:05:00,55840.4,55845.0,55823.6,55829.6,2850,1940310,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:06:00,55819.2,55895.0,55819.2,55886.0,8550,1936770,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:07:00,55893.0,55899.0,55885.0,55885.0,5010,1936770,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:08:00,55890.2,55936.0,55885.0,55930.0,10380,1936770,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:09:00,55944.4,55950.0,55916.4,55921.2,8850,1930950,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:10:00,55912.0,55935.0,55906.0,55906.0,5070,1930950,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:11:00,55904.2,55913.8,55883.0,55899.6,4320,1930950,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:12:00,55897.8,55900.0,55889.8,55889.8,1320,1928430,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:13:00,55893.2,55893.2,55884.0,55885.0,1470,1928430,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:14:00,55885.0,55895.6,55871.4,55895.6,11400,1928430,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:15:00,55899.0,55930.0,55899.0,55930.0,10500,1936800,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:16:00,55929.0,55930.0,55899.0,55913.2,5370,1936800,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:17:00,55914.8,55914.8,55880.2,55890.0,1710,1936800,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:18:00,55890.0,55900.0,55880.0,55900.0,2850,1938960,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:19:00,55899.0,55909.8,55882.8,55882.8,2280,1938960,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:20:00,55890.0,55893.0,55858.2,55864.4,2370,1938960,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:21:00,55880.8,55880.8,55851.0,55869.0,1230,1938990,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:22:00,55851.4,55852.0,55830.0,55834.4,2970,1938990,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:23:00,55857.6,55857.6,55834.8,55843.6,1200,1938990,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:24:00,55834.4,55838.4,55811.0,55819.8,3900,1937910,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:25:00,55820.0,55845.0,55819.8,55845.0,1890,1937910,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:26:00,55845.0,55855.4,55845.0,55852.6,510,1937910,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:27:00,55840.0,55855.0,55840.0,55840.0,540,1938540,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:28:00,55846.4,55850.8,55812.0,55812.0,1290,1938540,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:29:00,55813.4,55840.0,55813.0,55830.0,840,1938540,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:30:00,55834.2,55847.4,55830.0,55845.2,1020,1938960,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:31:00,55845.2,55875.0,55845.2,55874.8,2070,1938960,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:32:00,55867.6,55888.0,55867.6,55883.0,1260,1938960,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:33:00,55879.2,55890.6,55878.0,55889.2,2970,1940460,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:34:00,55887.0,55887.0,55850.0,55856.6,5910,1940460,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:35:00,55853.4,55860.4,55853.4,55860.4,450,1940460,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:36:00,55860.4,55880.0,55855.6,55880.0,810,1940220,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:37:00,55880.0,55884.2,55870.2,55882.8,510,1940220,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:38:00,55871.4,55890.0,55871.2,55883.0,690,1940220,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:39:00,55885.0,55909.8,55885.0,55909.8,1140,1939380,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:40:00,55910.0,55913.0,55895.0,55897.4,1560,1939380,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:41:00,55907.2,55908.4,55895.4,55900.8,960,1939380,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:42:00,55897.8,55906.0,55894.0,55904.2,900,1938810,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:43:00,55908.4,55922.6,55904.0,55904.0,2940,1938810,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:44:00,55913.8,55924.0,55910.0,55924.0,1620,1938810,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:45:00,55920.0,55924.0,55895.0,55909.2,2370,1940070,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:46:00,55909.2,55929.2,55905.0,55915.0,1410,1940070,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:47:00,55915.4,55925.4,55915.0,55915.0,630,1940070,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:48:00,55915.0,55944.0,55915.0,55938.0,5070,1938060,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:49:00,55938.0,55940.0,55922.4,55933.0,2580,1938060,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:50:00,55935.0,55948.4,55935.0,55948.4,2640,1938060,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:51:00,55952.0,55995.6,55952.0,55979.6,15990,1935960,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:52:00,55980.0,55994.2,55962.0,55962.0,3030,1935960,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:53:00,55954.0,55958.4,55910.8,55912.8,4590,1935960,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:54:00,55915.0,55919.8,55900.0,55913.4,1830,1938060,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:55:00,55907.0,55918.4,55895.0,55900.6,2220,1938060,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:56:00,55899.2,55899.2,55880.0,55892.0,1380,1938060,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:57:00,55886.0,55890.0,55880.0,55880.0,2970,1936530,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:58:00,55878.8,55891.6,55878.2,55880.0,2910,1936530,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T11:59:00,55880.2,55888.0,55875.0,55888.0,1260,1936530,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:00:00,55884.8,55915.0,55884.8,55915.0,990,1934340,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:01:00,55919.8,55920.0,55909.8,55919.8,1260,1934340,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:02:00,55915.0,55925.0,55910.0,55913.4,1350,1934340,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:03:00,55912.0,55912.0,55869.8,55870.2,3270,1934400,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:04:00,55866.8,55875.0,55865.2,55870.0,3510,1934400,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:05:00,55870.4,55889.0,55867.4,55884.2,3390,1934400,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:06:00,55890.0,55890.0,55879.2,55889.8,690,1934400,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:07:00,55891.0,55913.2,55891.0,55913.2,510,1930230,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:08:00,55910.8,55910.8,55901.0,55906.4,1950,1930230,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:09:00,55910.0,55910.0,55902.4,55902.4,750,1931730,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:10:00,55902.4,55902.4,55901.0,55902.4,900,1931730,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:11:00,55902.4,55902.4,55899.0,55901.6,840,1931730,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:12:00,55899.2,55903.4,55899.2,55903.4,930,1931730,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:13:00,55904.2,55944.2,55902.4,55942.4,4620,1932180,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:14:00,55945.0,55960.2,55945.0,55954.0,2220,1932180,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:15:00,55959.8,55964.2,55946.2,55960.0,2100,1934820,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:16:00,55961.0,55966.8,55933.6,55933.6,1980,1934820,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:17:00,55936.0,55936.2,55901.0,55901.0,1980,1934820,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:18:00,55911.8,55911.8,55895.8,55897.6,390,1935210,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:19:00,55897.6,55905.4,55897.0,55904.0,1710,1935210,BANKNIFTY25JUNFUT,2025-06-16
2025-06-16T12:20:00,55900.0,55904.0,55900.0,55900.0,210,1935210,BANKNIFTY25JUNFUT,2025-06-16
